PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Superdomain,Domain,Phylum,Class,Order,Family,Genus,Species,ID,Replicons_name,Replicons_type,ID-replicon,fullname,GC,size,Coding size,Non-coding size,coding_percentage,non_coding_percentage,overlap,overlap_percentage
2.5321230057280157,-0.48468207158751797,1.1170019034362635,-0.3932923990952586,0.7636162210915398,0.2538841243083404,0.590497524156491,-0.5802841146083627,-1.0047232132553328,-1.1868869062334764,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_000005845.2_ASM584v2,NC_000913.3,chromosome,chromosome_GCF_000005845.2_ASM584v2,Escherichia coli,0.508,4641652,4036314,605018,86.9585656141391,13.034540288673085,-320,-0.0068940971878115815
2.904645038344383,1.5333544363834701,-0.1638421625165227,-1.5030914706546565,-0.7437535994500013,-0.4767315666841509,-1.6758678057836192,-0.7579552912054518,-0.7592531438925051,0.6685396039612033,Prokaryote,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,GCF_000009045.1_ASM904v1,NC_000964.3,chromosome,chromosome_GCF_000009045.1_ASM904v1,Bacillus subtilis,0.435,4215606,3770502,443694,89.44151801662679,10.525034834849368,-1410,-0.033447148523842125
-2.2667703176366616,1.6754103720582052,1.8016328418341987,1.8100384987700566,-1.4261734364407361,1.1717098199671898,-0.32669995364882054,-0.5300440366296769,0.03106228979168727,-0.11555878139503485,Prokaryote,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,GCF_000013425.1_ASM1342v1,NC_007795.1,chromosome,chromosome_GCF_000013425.1_ASM1342v1,Staphylococcus aureus,0.329,2821361,2377013,442545,84.25057977337887,15.68551489866061,-1803,-0.06390532796051267
2.872754599341396,-0.13759695442962713,-0.7664641648316831,0.7532610696630501,-1.8701693095756333,-0.8597901595190625,1.0828684881860224,1.2091809576976915,-0.15580553185027124,0.3708578113362237,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,GCF_000006765.1_ASM676v1,NC_002516.2,chromosome,chromosome_GCF_000006765.1_ASM676v1,Pseudomonas aeruginosa,0.666,6264404,5616974,640494,89.66493859591431,10.224340575735537,-6936,-0.11072082835015111
-3.9662493451926286,-1.0687099745937845,-0.21609602560811586,-0.3005785441650958,-0.3126088479077876,-1.690308307115697,0.343256566213663,-1.4042656694596571,0.8602374335213752,0.1239878564047912,Prokaryote,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,GCF_000195955.2_ASM19595v2,NC_000962.3,chromosome,chromosome_GCF_000195955.2_ASM19595v2,Mycobacterium tuberculosis,0.656,4411532,3969795,444509,89.98676650197709,10.07606881237629,2772,0.06283531435338109
2.2765592802155594,-0.7742645557327488,1.2866125269405841,-0.333261282333517,0.8310533053033521,0.1885502439059915,1.4901224479625563,-0.508359509797054,0.17134822517189305,0.9976021709026818,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_000006945.2_ASM694v2,NC_003197.2,chromosome,chromosome_GCF_000006945.2_ASM694v2,Salmonella enterica,0.522,4857450,4324464,544572,89.02745267578668,11.211067535435259,11586,0.23852021122193742
-1.6855370352233445,4.431477076078949,-1.7775647817624685,-0.2370789283777682,0.9587943069969932,0.5138086634981206,0.8106894092845278,0.05763069003376743,0.011341638653929518,0.062046809828109346,Prokaryote,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,GCF_018885085.1_ASM1888508v1,NZ_CP076401.1,chromosome,chromosome_GCF_018885085.1_ASM1888508v1,Clostridioides difficile,0.285,4089134,3429351,652334,83.86496994229095,15.95286434731657,-7449,-0.1821657103924694
-0.6184520527900857,1.1394627557663237,1.8357921698313728,-0.5504924888650121,0.8509264881643412,-0.9980791521092953,-0.72864372965571,1.6243163340392728,0.8874884046525335,-0.33102040910803804,Prokaryote,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus,GCF_009769205.1_ASM976920v1,NZ_CP039266.1,chromosome,chromosome_GCF_009769205.1_ASM976920v1,Lactobacillus crispatus,0.37,2023061,1743718,275950,86.19206242421757,13.640221426837845,-3393,-0.16771614894459436
2.15481611158883,-1.0709262216175248,-1.2605934891626738,-0.46739766067511196,-0.5450444397444361,0.7084149775287414,-0.21329219928597024,-0.2145490160829264,1.2666563326074585,-1.436586086451999,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_008369605.1_ASM836960v1,NZ_CP043554.1,chromosome,chromosome_1_GCF_008369605.1_ASM836960v1,Vibrio cholerae,0.477,2948589,2614761,330051,88.67838142243629,11.193523410688977,-3777,-0.1280951668747323
-0.8702812607263931,-2.233935281998528,-0.40163064065116827,-0.6024830551373426,0.2669261967620721,1.7071521303114205,-0.5268837254057083,0.46766048920479486,0.6069136984935432,1.0912485958890688,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_008369605.1_ASM836960v1,NZ_CP043556.1,chromosome,chromosome_2_GCF_008369605.1_ASM836960v1,Vibrio cholerae,0.469,1140710,959964,178572,84.15495612381763,15.654460818262312,-2174,-0.19058305792006733
-4.531654243443241,-1.8558757722073536,-0.4181923787760075,-0.7721903761457074,-0.22941190842343928,0.07614692836017836,0.10108795781322154,0.7344768704922763,-1.5621435835863609,-0.3830120971124366,Prokaryote,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,GCF_017821535.1_ASM1782153v1,NZ_CP071982.1,chromosome,chromosome_GCF_017821535.1_ASM1782153v1,Helicobacter pylori,0.393,1615199,1419371,194864,87.87592117132316,12.064395780334188,-964,-0.059683048342650036
1.1980462197941633,-1.153713808119864,-1.0366557987337819,2.596566637016365,1.4558450232237317,-0.5947577024517815,-0.9471349798366555,-0.0978077036846759,-0.3531225503079468,0.1387814319789103,Prokaryote,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides,GCF_000022005.1_ASM2200v1,NC_011916.1,chromosome,chromosome_GCF_000022005.1_ASM2200v1,Caulobacter vibrioides,0.672,4042929,3706164,353438,91.67027172626578,8.74212730423908,16673,0.4123990305048642
